2023-12-26 17:12:988 INFO  HomePage :106 - Getting Home Page URL : 
2023-12-26 17:12:264 INFO  HomePage :93 - CLicking on Contact us header tab : [[[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2023-12-26 17:12:293 INFO  ContactUsPage :55 - Getting text from welcome page : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //h2[normalize-space()='Get In Touch']]
2023-12-26 17:12:408 INFO  ContactUsPage :61 - Sending Pinal to name field : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //input[@placeholder='Name']]
2023-12-26 17:12:570 INFO  ContactUsPage :66 - Sending pinal12@gmail.com to email field : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //input[@placeholder='Email']]
2023-12-26 17:12:723 INFO  ContactUsPage :71 - Sending About product to subject field : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //input[@placeholder='Subject']]
2023-12-26 17:12:753 INFO  ContactUsPage :75 - Sending This product is nice to message field : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //textarea[@id='message']]
2023-12-26 17:12:933 INFO  ContactUsPage :92 - Uploading file : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //input[@name='upload_file']]
2023-12-26 17:12:29 INFO  ContactUsPage :87 - Clicking on submit button : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //input[@name='submit']]
2023-12-26 17:12:85 INFO  ContactUsPage :97 - Accepting the alert : 
2023-12-26 17:12:114 INFO  ContactUsPage :101 - Getting detailed success message : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //div[@class='status alert alert-success']]
2023-12-26 17:12:217 INFO  ContactUsPage :107 - Clicking on home button : [[ChromeDriver: chrome on windows (9fdc2f39e767e615af7da767f1d34e69)] -> xpath: //span[normalize-space()='Home']]
2023-12-26 17:12:474 INFO  HomePage :106 - Getting Home Page URL : 
2023-12-26 17:12:175 INFO  HomePage :106 - Getting Home Page URL : 
